resp_id,design,cylinders,brand,price,color,rating
6,Naked,4,Honda,10000,yellow,3
6,Fully Fairing,4,Honda,10000,red,4
6,Fully Fairing,4,BMW,8000,yellow,10
7,Naked,4,Honda,7000,yellow,9
7,Fully Fairing,4,BMW,8000,red,6
7,Fully Fairing,4,Honda,7000,red,10
7,Fully Fairing,2,Honda,10000,red,1
7,Fully Fairing,2,Honda,8000,black,4
7,Naked,4,BMW,10000,red,1
7,Naked,4,Honda,10000,black,1
7,Naked,4,BMW,8000,red,6
7,Fully Fairing,4,Honda,8000,black,6
7,Naked,4,BMW,7000,yellow,6
7,Fully Fairing,2,BMW,8000,yellow,3
7,Naked,2,Honda,10000,blue,1
7,Fully Fairing,2,Honda,10000,red,2
7,Naked,4,BMW,7000,yellow,6
7,Fully Fairing,2,Honda,7000,black,5
7,Fully Fairing,4,BMW,8000,blue,6
7,Naked,4,BMW,7000,red,7
7,Naked,2,BMW,7000,red,5
7,Fully Fairing,4,Honda,10000,blue,3
7,Fully Fairing,4,Honda,10000,red,2
7,Fully Fairing,4,BMW,10000,blue,1
7,Naked,4,Honda,10000,yellow,4
7,Fully Fairing,4,Honda,10000,red,4
7,Fully Fairing,4,BMW,8000,yellow,4
8,Naked,4,Honda,7000,yellow,4
8,Fully Fairing,4,BMW,8000,red,6
8,Fully Fairing,4,Honda,7000,red,10
8,Fully Fairing,2,Honda,10000,red,5
8,Fully Fairing,2,Honda,8000,black,4
8,Naked,4,BMW,10000,red,3
8,Naked,4,Honda,10000,black,2
8,Naked,4,BMW,8000,red,7
8,Fully Fairing,4,Honda,8000,black,5
8,Naked,4,BMW,7000,yellow,3
8,Fully Fairing,2,BMW,8000,yellow,4
8,Naked,2,Honda,10000,blue,1
8,Fully Fairing,2,Honda,10000,red,3
8,Naked,4,BMW,7000,yellow,1
8,Fully Fairing,2,Honda,7000,black,4
8,Fully Fairing,4,BMW,8000,blue,6
8,Naked,4,BMW,7000,red,2
8,Naked,2,BMW,7000,red,6
8,Fully Fairing,4,Honda,10000,blue,3
8,Fully Fairing,4,Honda,10000,red,2
8,Fully Fairing,4,BMW,10000,blue,3
8,Naked,4,Honda,10000,yellow,3
8,Fully Fairing,4,Honda,10000,red,1
8,Fully Fairing,4,BMW,8000,yellow,3
9,Naked,4,Honda,7000,yellow,10
9,Fully Fairing,4,BMW,8000,red,6
9,Fully Fairing,4,Honda,7000,red,10
9,Fully Fairing,2,Honda,10000,red,3
9,Fully Fairing,2,Honda,8000,black,4
9,Naked,4,BMW,10000,red,1
9,Naked,4,Honda,10000,black,2
9,Naked,4,BMW,8000,red,6
9,Fully Fairing,4,Honda,8000,black,5
9,Naked,4,BMW,7000,yellow,6
9,Fully Fairing,2,BMW,8000,yellow,9
9,Naked,2,Honda,10000,blue,1
9,Fully Fairing,2,Honda,10000,red,3
9,Naked,4,BMW,7000,yellow,4
9,Fully Fairing,2,Honda,7000,black,8
9,Fully Fairing,4,BMW,8000,blue,3
9,Naked,4,BMW,7000,red,7
9,Naked,2,BMW,7000,red,5
9,Fully Fairing,4,Honda,10000,blue,4
9,Fully Fairing,4,Honda,10000,red,6
9,Fully Fairing,4,BMW,10000,blue,1
9,Naked,4,Honda,10000,yellow,4
9,Fully Fairing,4,Honda,10000,red,2
9,Fully Fairing,4,BMW,8000,yellow,9
10,Naked,4,Honda,7000,yellow,9
10,Fully Fairing,4,BMW,8000,red,7
10,Fully Fairing,4,Honda,7000,red,10
10,Fully Fairing,2,Honda,10000,red,4
10,Fully Fairing,2,Honda,8000,black,9
10,Naked,4,BMW,10000,red,1
10,Naked,4,Honda,10000,black,4
10,Naked,4,BMW,8000,red,4
10,Fully Fairing,4,Honda,8000,black,10
10,Naked,4,BMW,7000,yellow,5
10,Fully Fairing,2,BMW,8000,yellow,7
10,Naked,2,Honda,10000,blue,1
10,Fully Fairing,2,Honda,10000,red,5
10,Naked,4,BMW,7000,yellow,7
10,Fully Fairing,2,Honda,7000,black,9
10,Fully Fairing,4,BMW,8000,blue,6
10,Naked,4,BMW,7000,red,7
10,Naked,2,BMW,7000,red,5
10,Fully Fairing,4,Honda,10000,blue,3
10,Fully Fairing,4,Honda,10000,red,5
10,Fully Fairing,4,BMW,10000,blue,3
10,Naked,4,Honda,10000,yellow,1
10,Fully Fairing,4,Honda,10000,red,6
10,Fully Fairing,4,BMW,8000,yellow,9
11,Naked,4,Honda,7000,yellow,10
11,Fully Fairing,4,BMW,8000,red,8
11,Fully Fairing,4,Honda,7000,red,10
11,Fully Fairing,2,Honda,10000,red,8
11,Fully Fairing,2,Honda,8000,black,6
11,Naked,4,BMW,10000,red,1
11,Naked,4,Honda,10000,black,4
11,Naked,4,BMW,8000,red,8
11,Fully Fairing,4,Honda,8000,black,9
11,Naked,4,BMW,7000,yellow,10
11,Fully Fairing,2,BMW,8000,yellow,4
11,Naked,2,Honda,10000,blue,3
11,Fully Fairing,2,Honda,10000,red,6
11,Naked,4,BMW,7000,yellow,5
11,Fully Fairing,2,Honda,7000,black,10
11,Fully Fairing,4,BMW,8000,blue,6
11,Naked,4,BMW,7000,red,8
11,Naked,2,BMW,7000,red,8
11,Fully Fairing,4,Honda,10000,blue,6
11,Fully Fairing,4,Honda,10000,red,5
11,Fully Fairing,4,BMW,10000,blue,4
11,Naked,4,Honda,10000,yellow,5
11,Fully Fairing,4,Honda,10000,red,5
11,Fully Fairing,4,BMW,8000,yellow,6
12,Naked,4,Honda,7000,yellow,7
12,Fully Fairing,4,BMW,8000,red,6
12,Fully Fairing,4,Honda,7000,red,10
12,Fully Fairing,2,Honda,10000,red,6
12,Fully Fairing,2,Honda,8000,black,5
12,Naked,4,BMW,10000,red,5
12,Naked,4,Honda,10000,black,1
12,Naked,4,BMW,8000,red,3
12,Fully Fairing,4,Honda,8000,black,6
12,Naked,4,BMW,7000,yellow,4
12,Fully Fairing,2,BMW,8000,yellow,3
12,Naked,2,Honda,10000,blue,1
12,Fully Fairing,2,Honda,10000,red,7
12,Naked,4,BMW,7000,yellow,3
12,Fully Fairing,2,Honda,7000,black,9
12,Fully Fairing,4,BMW,8000,blue,3
12,Naked,4,BMW,7000,red,6
12,Naked,2,BMW,7000,red,5
12,Fully Fairing,4,Honda,10000,blue,4
12,Fully Fairing,4,Honda,10000,red,9
12,Fully Fairing,4,BMW,10000,blue,3
12,Naked,4,Honda,10000,yellow,5
12,Fully Fairing,4,Honda,10000,red,6
12,Fully Fairing,4,BMW,8000,yellow,7
13,Naked,4,Honda,7000,yellow,7
13,Fully Fairing,4,BMW,8000,red,6
13,Fully Fairing,4,Honda,7000,red,10
13,Fully Fairing,2,Honda,10000,red,7
13,Fully Fairing,2,Honda,8000,black,5
13,Naked,4,BMW,10000,red,5
13,Naked,4,Honda,10000,black,5
13,Naked,4,BMW,8000,red,4
13,Fully Fairing,4,Honda,8000,black,7
13,Naked,4,BMW,7000,yellow,3
13,Fully Fairing,2,BMW,8000,yellow,3
13,Naked,2,Honda,10000,blue,4
13,Fully Fairing,2,Honda,10000,red,8
13,Naked,4,BMW,7000,yellow,4
13,Fully Fairing,2,Honda,7000,black,4
13,Fully Fairing,4,BMW,8000,blue,6
13,Naked,4,BMW,7000,red,5
13,Naked,2,BMW,7000,red,7
13,Fully Fairing,4,Honda,10000,blue,6
13,Fully Fairing,4,Honda,10000,red,7
13,Fully Fairing,4,BMW,10000,blue,4
13,Naked,4,Honda,10000,yellow,1
13,Fully Fairing,4,Honda,10000,red,7
13,Fully Fairing,4,BMW,8000,yellow,3
14,Naked,4,Honda,7000,yellow,3
14,Fully Fairing,4,BMW,8000,red,9
14,Fully Fairing,4,Honda,7000,red,5
14,Fully Fairing,2,Honda,10000,red,6
14,Fully Fairing,2,Honda,8000,black,4
14,Naked,4,BMW,10000,red,7
14,Naked,4,Honda,10000,black,6
14,Naked,4,BMW,8000,red,5
14,Fully Fairing,4,Honda,8000,black,5
14,Naked,4,BMW,7000,yellow,2
14,Fully Fairing,2,BMW,8000,yellow,4
14,Naked,2,Honda,10000,blue,4
14,Fully Fairing,2,Honda,10000,red,7
14,Naked,4,BMW,7000,yellow,2
14,Fully Fairing,2,Honda,7000,black,2
14,Fully Fairing,4,BMW,8000,blue,3
14,Naked,4,BMW,7000,red,5
14,Naked,2,BMW,7000,red,4
14,Fully Fairing,4,Honda,10000,blue,5
14,Fully Fairing,4,Honda,10000,red,10
14,Fully Fairing,4,BMW,10000,blue,1
14,Naked,4,Honda,10000,yellow,5
14,Fully Fairing,4,Honda,10000,red,9
14,Fully Fairing,4,BMW,8000,yellow,5
15,Naked,4,Honda,7000,yellow,9
15,Fully Fairing,4,BMW,8000,red,8
15,Fully Fairing,4,Honda,7000,red,10
15,Fully Fairing,2,Honda,10000,red,1
15,Fully Fairing,2,Honda,8000,black,7
15,Naked,4,BMW,10000,red,3
15,Naked,4,Honda,10000,black,3
15,Naked,4,BMW,8000,red,5
15,Fully Fairing,4,Honda,8000,black,6
15,Naked,4,BMW,7000,yellow,6
15,Fully Fairing,2,BMW,8000,yellow,7
15,Naked,2,Honda,10000,blue,3
15,Fully Fairing,2,Honda,10000,red,6
15,Naked,4,BMW,7000,yellow,6
15,Fully Fairing,2,Honda,7000,black,7
15,Fully Fairing,4,BMW,8000,blue,6
15,Naked,4,BMW,7000,red,6
15,Naked,2,BMW,7000,red,6
15,Fully Fairing,4,Honda,10000,blue,3
15,Fully Fairing,4,Honda,10000,red,5
15,Fully Fairing,4,BMW,10000,blue,3
15,Naked,4,Honda,10000,yellow,6
15,Fully Fairing,4,Honda,10000,red,7
15,Fully Fairing,4,BMW,8000,yellow,8
16,Naked,4,Honda,7000,yellow,5
16,Fully Fairing,4,BMW,8000,red,8
16,Fully Fairing,4,Honda,7000,red,10
16,Fully Fairing,2,Honda,10000,red,6
16,Fully Fairing,2,Honda,8000,black,8
16,Naked,4,BMW,10000,red,4
16,Naked,4,Honda,10000,black,1
16,Naked,4,BMW,8000,red,4
16,Fully Fairing,4,Honda,8000,black,9
16,Naked,4,BMW,7000,yellow,5
16,Fully Fairing,2,BMW,8000,yellow,5
16,Naked,2,Honda,10000,blue,1
16,Fully Fairing,2,Honda,10000,red,8
16,Naked,4,BMW,7000,yellow,7
16,Fully Fairing,2,Honda,7000,black,9
16,Fully Fairing,4,BMW,8000,blue,3
16,Naked,4,BMW,7000,red,6
16,Naked,2,BMW,7000,red,5
16,Fully Fairing,4,Honda,10000,blue,4
16,Fully Fairing,4,Honda,10000,red,9
16,Fully Fairing,4,BMW,10000,blue,4
16,Naked,4,Honda,10000,yellow,4
16,Fully Fairing,4,Honda,10000,red,6
16,Fully Fairing,4,BMW,8000,yellow,5
17,Naked,4,Honda,7000,yellow,7
17,Fully Fairing,4,BMW,8000,red,9
17,Fully Fairing,4,Honda,7000,red,10
17,Fully Fairing,2,Honda,10000,red,7
17,Fully Fairing,2,Honda,8000,black,6
17,Naked,4,BMW,10000,red,5
17,Naked,4,Honda,10000,black,4
17,Naked,4,BMW,8000,red,6
17,Fully Fairing,4,Honda,8000,black,6
17,Naked,4,BMW,7000,yellow,4
17,Fully Fairing,2,BMW,8000,yellow,4
17,Naked,2,Honda,10000,blue,1
17,Fully Fairing,2,Honda,10000,red,7
17,Naked,4,BMW,7000,yellow,4
17,Fully Fairing,2,Honda,7000,black,8
17,Fully Fairing,4,BMW,8000,blue,6
17,Naked,4,BMW,7000,red,8
17,Naked,2,BMW,7000,red,4
17,Fully Fairing,4,Honda,10000,blue,8
17,Fully Fairing,4,Honda,10000,red,6
17,Fully Fairing,4,BMW,10000,blue,4
17,Naked,4,Honda,10000,yellow,4
17,Fully Fairing,4,Honda,10000,red,9
17,Fully Fairing,4,BMW,8000,yellow,6
18,Naked,4,Honda,7000,yellow,5
18,Fully Fairing,4,BMW,8000,red,6
18,Fully Fairing,4,Honda,7000,red,10
18,Fully Fairing,2,Honda,10000,red,4
18,Fully Fairing,2,Honda,8000,black,3
18,Naked,4,BMW,10000,red,1
18,Naked,4,Honda,10000,black,1
18,Naked,4,BMW,8000,red,3
18,Fully Fairing,4,Honda,8000,black,5
18,Naked,4,BMW,7000,yellow,8
18,Fully Fairing,2,BMW,8000,yellow,4
18,Naked,2,Honda,10000,blue,1
18,Fully Fairing,2,Honda,10000,red,3
18,Naked,4,BMW,7000,yellow,3
18,Fully Fairing,2,Honda,7000,black,4
18,Fully Fairing,4,BMW,8000,blue,5
18,Naked,4,BMW,7000,red,6
18,Naked,2,BMW,7000,red,6
18,Fully Fairing,4,Honda,10000,blue,5
18,Fully Fairing,4,Honda,10000,red,8
18,Fully Fairing,4,BMW,10000,blue,3
18,Naked,4,Honda,10000,yellow,2
18,Fully Fairing,4,Honda,10000,red,7
18,Fully Fairing,4,BMW,8000,yellow,8
19,Naked,4,Honda,7000,yellow,5
19,Fully Fairing,4,BMW,8000,red,7
19,Fully Fairing,4,Honda,7000,red,8
19,Fully Fairing,2,Honda,10000,red,3
19,Fully Fairing,2,Honda,8000,black,6
19,Naked,4,BMW,10000,red,4
19,Naked,4,Honda,10000,black,2
19,Naked,4,BMW,8000,red,3
19,Fully Fairing,4,Honda,8000,black,7
19,Naked,4,BMW,7000,yellow,6
19,Fully Fairing,2,BMW,8000,yellow,4
19,Naked,2,Honda,10000,blue,1
19,Fully Fairing,2,Honda,10000,red,9
19,Naked,4,BMW,7000,yellow,5
19,Fully Fairing,2,Honda,7000,black,8
19,Fully Fairing,4,BMW,8000,blue,5
19,Naked,4,BMW,7000,red,8
19,Naked,2,BMW,7000,red,6
19,Fully Fairing,4,Honda,10000,blue,9
19,Fully Fairing,4,Honda,10000,red,10
19,Fully Fairing,4,BMW,10000,blue,7
19,Naked,4,Honda,10000,yellow,6
19,Fully Fairing,4,Honda,10000,red,3
19,Fully Fairing,4,BMW,8000,yellow,8
20,Naked,4,Honda,7000,yellow,5
20,Fully Fairing,4,BMW,8000,red,10
20,Fully Fairing,4,Honda,7000,red,10
20,Fully Fairing,2,Honda,10000,red,8
20,Fully Fairing,2,Honda,8000,black,9
20,Naked,4,BMW,10000,red,2
20,Naked,4,Honda,10000,black,5
20,Naked,4,BMW,8000,red,3
20,Fully Fairing,4,Honda,8000,black,9
20,Naked,4,BMW,7000,yellow,2
20,Fully Fairing,2,BMW,8000,yellow,6
20,Naked,2,Honda,10000,blue,1
20,Fully Fairing,2,Honda,10000,red,7
20,Naked,4,BMW,7000,yellow,4
20,Fully Fairing,2,Honda,7000,black,6
20,Fully Fairing,4,BMW,8000,blue,2
20,Naked,4,BMW,7000,red,5
20,Naked,2,BMW,7000,red,2
20,Fully Fairing,4,Honda,10000,blue,7
20,Fully Fairing,4,Honda,10000,red,10
20,Fully Fairing,4,BMW,10000,blue,4
20,Naked,4,Honda,10000,yellow,5
20,Fully Fairing,4,Honda,10000,red,9
20,Fully Fairing,4,BMW,8000,yellow,6
21,Naked,4,Honda,7000,yellow,7
21,Fully Fairing,4,BMW,8000,red,8
21,Fully Fairing,4,Honda,7000,red,10
21,Fully Fairing,2,Honda,10000,red,3
21,Fully Fairing,2,Honda,8000,black,6
21,Naked,4,BMW,10000,red,3
21,Naked,4,Honda,10000,black,1
21,Naked,4,BMW,8000,red,6
21,Fully Fairing,4,Honda,8000,black,7
21,Naked,4,BMW,7000,yellow,5
21,Fully Fairing,2,BMW,8000,yellow,4
21,Naked,2,Honda,10000,blue,3
21,Fully Fairing,2,Honda,10000,red,5
21,Naked,4,BMW,7000,yellow,7
21,Fully Fairing,2,Honda,7000,black,8
21,Fully Fairing,4,BMW,8000,blue,4
21,Naked,4,BMW,7000,red,8
21,Naked,2,BMW,7000,red,8
21,Fully Fairing,4,Honda,10000,blue,2
21,Fully Fairing,4,Honda,10000,red,5
21,Fully Fairing,4,BMW,10000,blue,1
21,Naked,4,Honda,10000,yellow,2
21,Fully Fairing,4,Honda,10000,red,3
21,Fully Fairing,4,BMW,8000,yellow,4
22,Naked,4,Honda,7000,yellow,6
22,Fully Fairing,4,BMW,8000,red,9
22,Fully Fairing,4,Honda,7000,red,10
22,Fully Fairing,2,Honda,10000,red,5
22,Fully Fairing,2,Honda,8000,black,8
22,Naked,4,BMW,10000,red,5
22,Naked,4,Honda,10000,black,1
22,Naked,4,BMW,8000,red,5
22,Fully Fairing,4,Honda,8000,black,8
22,Naked,4,BMW,7000,yellow,7
22,Fully Fairing,2,BMW,8000,yellow,4
22,Naked,2,Honda,10000,blue,4
22,Fully Fairing,2,Honda,10000,red,8
22,Naked,4,BMW,7000,yellow,3
22,Fully Fairing,2,Honda,7000,black,6
22,Fully Fairing,4,BMW,8000,blue,7
22,Naked,4,BMW,7000,red,8
22,Naked,2,BMW,7000,red,5
22,Fully Fairing,4,Honda,10000,blue,6
22,Fully Fairing,4,Honda,10000,red,10
22,Fully Fairing,4,BMW,10000,blue,7
22,Naked,4,Honda,10000,yellow,4
22,Fully Fairing,4,Honda,10000,red,9
22,Fully Fairing,4,BMW,8000,yellow,6
23,Naked,4,Honda,7000,yellow,10
23,Fully Fairing,4,BMW,8000,red,8
23,Fully Fairing,4,Honda,7000,red,10
23,Fully Fairing,2,Honda,10000,red,2
23,Fully Fairing,2,Honda,8000,black,6
23,Naked,4,BMW,10000,red,1
23,Naked,4,Honda,10000,black,3
23,Naked,4,BMW,8000,red,5
23,Fully Fairing,4,Honda,8000,black,8
23,Naked,4,BMW,7000,yellow,5
23,Fully Fairing,2,BMW,8000,yellow,7
23,Naked,2,Honda,10000,blue,4
23,Fully Fairing,2,Honda,10000,red,2
23,Naked,4,BMW,7000,yellow,8
23,Fully Fairing,2,Honda,7000,black,10
23,Fully Fairing,4,BMW,8000,blue,7
23,Naked,4,BMW,7000,red,8
23,Naked,2,BMW,7000,red,8
23,Fully Fairing,4,Honda,10000,blue,5
23,Fully Fairing,4,Honda,10000,red,5
23,Fully Fairing,4,BMW,10000,blue,2
23,Naked,4,Honda,10000,yellow,3
23,Fully Fairing,4,Honda,10000,red,3
23,Fully Fairing,4,BMW,8000,yellow,6
24,Naked,4,Honda,7000,yellow,8
24,Fully Fairing,4,BMW,8000,red,7
24,Fully Fairing,4,Honda,7000,red,7
24,Fully Fairing,2,Honda,10000,red,4
24,Fully Fairing,2,Honda,8000,black,6
24,Naked,4,BMW,10000,red,1
24,Naked,4,Honda,10000,black,2
24,Naked,4,BMW,8000,red,6
24,Fully Fairing,4,Honda,8000,black,7
24,Naked,4,BMW,7000,yellow,10
24,Fully Fairing,2,BMW,8000,yellow,6
24,Naked,2,Honda,10000,blue,1
24,Fully Fairing,2,Honda,10000,red,3
24,Naked,4,BMW,7000,yellow,4
24,Fully Fairing,2,Honda,7000,black,10
24,Fully Fairing,4,BMW,8000,blue,7
24,Naked,4,BMW,7000,red,6
24,Naked,2,BMW,7000,red,6
24,Fully Fairing,4,Honda,10000,blue,4
24,Fully Fairing,4,Honda,10000,red,5
24,Fully Fairing,4,BMW,10000,blue,4
24,Naked,4,Honda,10000,yellow,5
24,Fully Fairing,4,Honda,10000,red,2
24,Fully Fairing,4,BMW,8000,yellow,5
25,Naked,4,Honda,7000,yellow,7
25,Fully Fairing,4,BMW,8000,red,4
25,Fully Fairing,4,Honda,7000,red,10
25,Fully Fairing,2,Honda,10000,red,5
25,Fully Fairing,2,Honda,8000,black,4
25,Naked,4,BMW,10000,red,2
25,Naked,4,Honda,10000,black,2
25,Naked,4,BMW,8000,red,4
25,Fully Fairing,4,Honda,8000,black,6
25,Naked,4,BMW,7000,yellow,6
25,Fully Fairing,2,BMW,8000,yellow,7
25,Naked,2,Honda,10000,blue,3
25,Fully Fairing,2,Honda,10000,red,4
25,Naked,4,BMW,7000,yellow,6
25,Fully Fairing,2,Honda,7000,black,4
25,Fully Fairing,4,BMW,8000,blue,4
25,Naked,4,BMW,7000,red,6
25,Naked,2,BMW,7000,red,5
25,Fully Fairing,4,Honda,10000,blue,2
25,Fully Fairing,4,Honda,10000,red,5
25,Fully Fairing,4,BMW,10000,blue,1
25,Naked,4,Honda,10000,yellow,5
25,Fully Fairing,4,Honda,10000,red,4
25,Fully Fairing,4,BMW,8000,yellow,8
26,Naked,4,Honda,7000,yellow,8
26,Fully Fairing,4,BMW,8000,red,6
26,Fully Fairing,4,Honda,7000,red,10
26,Fully Fairing,2,Honda,10000,red,3
26,Fully Fairing,2,Honda,8000,black,7
26,Naked,4,BMW,10000,red,1
26,Naked,4,Honda,10000,black,1
26,Naked,4,BMW,8000,red,6
26,Fully Fairing,4,Honda,8000,black,8
26,Naked,4,BMW,7000,yellow,5
